example_id,capability,split,kind,source_capability,topic,difficulty,prompt,reference
sql-heldout-control-003-src-systems,sql,heldout,control,systems,control_from_systems:permissions,medium,Give the Linux command that sets file `app_202.conf` to permission mode 755.,chmod 755 app_202.conf
sql-heldout-control-004-src-systems,sql,heldout,control,systems,control_from_systems:journald,medium,Give a `journalctl` command that shows logs for `worker201.service` since 25 minutes ago.,"journalctl -u worker201.service --since ""25 minutes ago"""
sql-heldout-control-005-src-python,sql,heldout,control,python,control_from_python:collections,medium,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'ok' appears in `events_201`.,Counter(events_201)['ok']
sql-heldout-control-006-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A column flex child should be allowed to shrink below its content's intrinsic height. Which declaration is the vertical analogue of min-width: 0?,min-height: 0;
sql-heldout-control-007-src-python,sql,heldout,control,python,control_from_python:slicing,medium,"Write one Python slice expression that takes every 3th element from `seq_201`, starting at index 1.",seq_201[1::3]
sql-heldout-control-008-src-systems,sql,heldout,control,systems,control_from_systems:dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node202.example.com`.,dig +short node202.example.com A
sql-heldout-control-009-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,An uncontrolled input needs an initial value without controlling subsequent edits. Which prop supplies it?,defaultValue
sql-heldout-control-010-src-python,sql,heldout,control,python,control_from_python:pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the name of '/tmp/run_202/notes.md'.,Path('/tmp/run_202/notes.md').name
sql-heldout-control-011-src-systems,sql,heldout,control,systems,control_from_systems:sockets,medium,"On host `node201`, which `ss` command lists listening UDP sockets with numeric addresses and process information?",ss -lunp
sql-heldout-control-012-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A204` with 304 elements? Answer in Big-O notation.,O(log n)
sql-heldout-control-013-src-systems,sql,heldout,control,systems,control_from_systems:find,easy,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job200` whose names end in `.log`.,"find /var/tmp/job200 -type f -name ""*.log"""
sql-heldout-control-014-src-python,sql,heldout,control,python,control_from_python:zip,medium,Write one Python expression that builds a dictionary by pairing `keys_204` with `values_204` positionally.,"dict(zip(keys_204, values_204))"
sql-heldout-control-015-src-systems,sql,heldout,control,systems,control_from_systems:signals,easy,Give the Linux command that sends SIGTERM to PID 1400.,kill -TERM 1400
sql-heldout-control-016-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A measurement must occur after DOM updates but before the browser paints. Which hook is intended for this?,useLayoutEffect
sql-heldout-control-017-src-python,sql,heldout,control,python,control_from_python:collections,hard,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'cache' appears in `events_203`.,Counter(events_203)['cache']
sql-heldout-control-018-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:topological_sort,medium,"What is the time complexity of topological sorting directed graph `G204` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
sql-heldout-control-019-src-python,sql,heldout,control,python,control_from_python:generators,medium,Write one Python expression that sums the squares of values in `nums_201` that are strictly greater than 5.,sum(x * x for x in nums_201 if x > 5)
sql-heldout-control-020-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A page section has a heading and represents a thematic grouping. Which semantic element is appropriate?,<section>
sql-heldout-control-021-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:sliding_window,medium,"For array `A202`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 5 using a rolling sliding window?",O(n)
sql-heldout-control-022-src-python,sql,heldout,control,python,control_from_python:defaultdict,medium,Assume `groups_204` is a `defaultdict(list)` and `record_204` is a dictionary. Write the statement that appends `record_204` under its 'kind' value.,groups_204[record_204['kind']].append(record_204)
sql-heldout-control-023-src-python,sql,heldout,control,python,control_from_python:sorting,easy,Write a Python expression that returns `records_200` sorted by the dictionary field 'score' in descending order.,"sorted(records_200, key=lambda r: r['score'], reverse=True)"
sql-heldout-control-024-src-python,sql,heldout,control,python,control_from_python:comprehensions,medium,"Given the Python list `scores_202`, write one expression that returns `x + 7` for only the elements divisible by 4.",[x + 7 for x in scores_202 if x % 4 == 0]
sql-heldout-control-025-src-systems,sql,heldout,control,systems,control_from_systems:tar,medium,Give a Linux command that creates gzip-compressed archive `backup_201.tar.gz` from directory `/srv/data201`.,tar -czf backup_201.tar.gz /srv/data201
sql-heldout-control-026-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A native expandable disclosure widget can be built with which HTML element?,<details>
sql-heldout-control-027-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:topological_sort,medium,"What is the time complexity of topological sorting directed graph `G202` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
sql-heldout-control-028-src-systems,sql,heldout,control,systems,control_from_systems:grep,easy,Give a Linux command that recursively searches `/srv/app200` for the text 'ERROR' and prints line numbers.,grep -R -n 'ERROR' /srv/app200
sql-heldout-control-029-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A component wants to measure render performance using browser timing marks. Which API exposes mark and measure?,performance
sql-heldout-control-030-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A declaration must win normal cascade conflicts by increasing origin importance. Which annotation does this?,!important
sql-heldout-control-031-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:prefix_sum,hard,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A203`, what is the time complexity of one range-sum query?",O(1)
sql-heldout-control-032-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:union_find,medium,"In connectivity problem `N201`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
sql-heldout-control-033-src-python,sql,heldout,control,python,control_from_python:sorting,medium,Write a Python expression that returns `records_202` sorted by the dictionary field 'priority' in descending order.,"sorted(records_202, key=lambda r: r['priority'], reverse=True)"
sql-heldout-control-034-src-python,sql,heldout,control,python,control_from_python:dicts,medium,"Given a Python dictionary `settings_204`, write one expression that returns the value for key 'limit', or 7 if the key is absent.","settings_204.get('limit', 7)"
sql-heldout-control-035-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:two_sum,easy,"For array `A200`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
sql-heldout-control-036-src-systems,sql,heldout,control,systems,control_from_systems:tar,easy,Give a Linux command that creates gzip-compressed archive `backup_200.tar.gz` from directory `/srv/data200`.,tar -czf backup_200.tar.gz /srv/data200
sql-heldout-control-037-src-systems,sql,heldout,control,systems,control_from_systems:storage,hard,Give a command that reports filesystem disk usage for `/srv/data203` in human-readable units.,df -h /srv/data203
sql-heldout-control-038-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A list is reordered frequently. Which property must remain tied to item identity rather than array position?,key
sql-heldout-control-039-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A layout needs content-sized columns determined by each track's maximum content contribution. Which intrinsic sizing keyword is relevant?,max-content
sql-heldout-control-040-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A202`, what is the time complexity of one range-sum query?",O(1)
sql-heldout-control-041-src-python,sql,heldout,control,python,control_from_python:slicing,hard,"Write one Python slice expression that takes every 5th element from `seq_203`, starting at index 1.",seq_203[1::5]
sql-heldout-control-042-src-systems,sql,heldout,control,systems,control_from_systems:journald,hard,Give a `journalctl` command that shows logs for `worker203.service` since 35 minutes ago.,"journalctl -u worker203.service --since ""35 minutes ago"""
sql-heldout-control-043-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:binary_search,easy,What is the worst-case time complexity of binary search on sorted array `A200` with 300 elements? Answer in Big-O notation.,O(log n)
sql-heldout-control-044-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,An image that conveys no information should be ignored by screen readers. What alt value should it use?,"alt="""""
sql-heldout-control-045-src-python,sql,heldout,control,python,control_from_python:pathlib,easy,Assume `Path` from `pathlib` is imported. Write one expression that returns the suffix of '/tmp/run_200/report.csv'.,Path('/tmp/run_200/report.csv').suffix
sql-heldout-control-046-src-algorithms,sql,heldout,control,algorithms,control_from_algorithms:intervals,medium,"For unsorted interval collection `I202`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
sql-heldout-control-047-src-systems,sql,heldout,control,systems,control_from_systems:journald,medium,Give a `journalctl` command that shows logs for `worker202.service` since 30 minutes ago.,"journalctl -u worker202.service --since ""30 minutes ago"""
sql-heldout-control-048-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A set of cards should align in a grid and automatically place new items. Which display value establishes grid layout?,display: grid;
sql-heldout-control-049-src-frontend,sql,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A single-page app changes the URL without reloading. Which History method can add an entry?,pushState()
systems-selection-target-000,systems,selection,target,systems,permissions,easy,Give the Linux command that sets file `app_0.conf` to permission mode 640.,chmod 640 app_0.conf
systems-selection-target-001,systems,selection,target,systems,find,easy,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job0` whose names end in `.log`.,"find /var/tmp/job0 -type f -name ""*.log"""
systems-selection-target-002,systems,selection,target,systems,grep,easy,Give a Linux command that recursively searches `/srv/app0` for the text 'ERROR' and prints line numbers.,grep -R -n 'ERROR' /srv/app0
systems-selection-target-003,systems,selection,target,systems,sockets,easy,"On host `node0`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
systems-selection-target-004,systems,selection,target,systems,signals,easy,Give the Linux command that sends SIGTERM to PID 1200.,kill -TERM 1200
systems-selection-target-005,systems,selection,target,systems,systemd,easy,Give the `systemctl` command that performs `status` on service `worker0.service`.,systemctl status worker0.service
systems-selection-target-006,systems,selection,target,systems,journald,easy,Give a `journalctl` command that shows logs for `worker0.service` since 10 minutes ago.,"journalctl -u worker0.service --since ""10 minutes ago"""
systems-selection-target-007,systems,selection,target,systems,tar,easy,Give a Linux command that creates gzip-compressed archive `backup_0.tar.gz` from directory `/srv/data0`.,tar -czf backup_0.tar.gz /srv/data0
systems-selection-target-008,systems,selection,target,systems,dns,easy,Give a `dig` command that prints only the IPv4 A-record answer for `node0.example.com`.,dig +short node0.example.com A
systems-selection-target-009,systems,selection,target,systems,storage,easy,Give a command that reports filesystem disk usage for `/srv/data0` in human-readable units.,df -h /srv/data0
systems-selection-target-010,systems,selection,target,systems,permissions,medium,Give the Linux command that sets file `app_1.conf` to permission mode 600.,chmod 600 app_1.conf
systems-selection-target-011,systems,selection,target,systems,find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job1` whose names end in `.conf`.,"find /var/tmp/job1 -type f -name ""*.conf"""
systems-selection-target-012,systems,selection,target,systems,grep,medium,Give a Linux command that recursively searches `/srv/app1` for the text 'timeout' and prints line numbers.,grep -R -n 'timeout' /srv/app1
systems-selection-target-013,systems,selection,target,systems,sockets,medium,"On host `node1`, which `ss` command lists listening UDP sockets with numeric addresses and process information?",ss -lunp
systems-selection-target-014,systems,selection,target,systems,signals,medium,Give the Linux command that sends SIGHUP to PID 1201.,kill -HUP 1201
systems-selection-target-015,systems,selection,target,systems,systemd,medium,Give the `systemctl` command that performs `restart` on service `worker1.service`.,systemctl restart worker1.service
systems-selection-target-016,systems,selection,target,systems,journald,medium,Give a `journalctl` command that shows logs for `worker1.service` since 15 minutes ago.,"journalctl -u worker1.service --since ""15 minutes ago"""
systems-selection-target-017,systems,selection,target,systems,tar,medium,Give a Linux command that creates gzip-compressed archive `backup_1.tar.gz` from directory `/srv/data1`.,tar -czf backup_1.tar.gz /srv/data1
systems-selection-target-018,systems,selection,target,systems,dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node1.example.com`.,dig +short node1.example.com A
systems-selection-target-019,systems,selection,target,systems,storage,medium,Give a command that reports filesystem disk usage for `/srv/data1` in human-readable units.,df -h /srv/data1
systems-selection-target-020,systems,selection,target,systems,permissions,medium,Give the Linux command that sets file `app_2.conf` to permission mode 755.,chmod 755 app_2.conf
systems-selection-target-021,systems,selection,target,systems,find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job2` whose names end in `.json`.,"find /var/tmp/job2 -type f -name ""*.json"""
systems-selection-target-022,systems,selection,target,systems,grep,medium,Give a Linux command that recursively searches `/srv/app2` for the text 'refused' and prints line numbers.,grep -R -n 'refused' /srv/app2
systems-selection-target-023,systems,selection,target,systems,sockets,medium,"On host `node2`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
systems-selection-target-024,systems,selection,target,systems,signals,medium,Give the Linux command that sends SIGINT to PID 1202.,kill -INT 1202
systems-selection-target-025,systems,selection,target,systems,systemd,medium,Give the `systemctl` command that performs `start` on service `worker2.service`.,systemctl start worker2.service
systems-selection-target-026,systems,selection,target,systems,journald,medium,Give a `journalctl` command that shows logs for `worker2.service` since 20 minutes ago.,"journalctl -u worker2.service --since ""20 minutes ago"""
systems-selection-target-027,systems,selection,target,systems,tar,medium,Give a Linux command that creates gzip-compressed archive `backup_2.tar.gz` from directory `/srv/data2`.,tar -czf backup_2.tar.gz /srv/data2
systems-selection-target-028,systems,selection,target,systems,dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node2.example.com`.,dig +short node2.example.com A
systems-selection-target-029,systems,selection,target,systems,storage,medium,Give a command that reports filesystem disk usage for `/srv/data2` in human-readable units.,df -h /srv/data2
systems-selection-target-030,systems,selection,target,systems,permissions,hard,Give the Linux command that sets file `app_3.conf` to permission mode 700.,chmod 700 app_3.conf
systems-selection-target-031,systems,selection,target,systems,find,hard,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job3` whose names end in `.txt`.,"find /var/tmp/job3 -type f -name ""*.txt"""
systems-selection-target-032,systems,selection,target,systems,grep,hard,Give a Linux command that recursively searches `/srv/app3` for the text 'OOM' and prints line numbers.,grep -R -n 'OOM' /srv/app3
systems-selection-target-033,systems,selection,target,systems,sockets,hard,"On host `node3`, which `ss` command lists listening UDP sockets with numeric addresses and process information?",ss -lunp
systems-selection-target-034,systems,selection,target,systems,signals,hard,Give the Linux command that sends SIGUSR1 to PID 1203.,kill -USR1 1203
systems-selection-target-035,systems,selection,target,systems,systemd,hard,Give the `systemctl` command that performs `stop` on service `worker3.service`.,systemctl stop worker3.service
systems-selection-target-036,systems,selection,target,systems,journald,hard,Give a `journalctl` command that shows logs for `worker3.service` since 25 minutes ago.,"journalctl -u worker3.service --since ""25 minutes ago"""
systems-selection-target-037,systems,selection,target,systems,tar,hard,Give a Linux command that creates gzip-compressed archive `backup_3.tar.gz` from directory `/srv/data3`.,tar -czf backup_3.tar.gz /srv/data3
systems-selection-target-038,systems,selection,target,systems,dns,hard,Give a `dig` command that prints only the IPv4 A-record answer for `node3.example.com`.,dig +short node3.example.com A
systems-selection-target-039,systems,selection,target,systems,storage,hard,Give a command that reports filesystem disk usage for `/srv/data3` in human-readable units.,df -h /srv/data3
systems-selection-target-040,systems,selection,target,systems,permissions,medium,Give the Linux command that sets file `app_4.conf` to permission mode 644.,chmod 644 app_4.conf
systems-selection-target-041,systems,selection,target,systems,find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job4` whose names end in `.sock`.,"find /var/tmp/job4 -type f -name ""*.sock"""
systems-selection-target-042,systems,selection,target,systems,grep,medium,Give a Linux command that recursively searches `/srv/app4` for the text 'ready' and prints line numbers.,grep -R -n 'ready' /srv/app4
systems-selection-target-043,systems,selection,target,systems,sockets,medium,"On host `node4`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
systems-selection-target-044,systems,selection,target,systems,signals,medium,Give the Linux command that sends SIGTERM to PID 1204.,kill -TERM 1204
systems-selection-target-045,systems,selection,target,systems,systemd,medium,Give the `systemctl` command that performs `reload` on service `worker4.service`.,systemctl reload worker4.service
systems-selection-target-046,systems,selection,target,systems,journald,medium,Give a `journalctl` command that shows logs for `worker4.service` since 30 minutes ago.,"journalctl -u worker4.service --since ""30 minutes ago"""
systems-selection-target-047,systems,selection,target,systems,tar,medium,Give a Linux command that creates gzip-compressed archive `backup_4.tar.gz` from directory `/srv/data4`.,tar -czf backup_4.tar.gz /srv/data4
systems-selection-target-048,systems,selection,target,systems,dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node4.example.com`.,dig +short node4.example.com A
systems-selection-target-049,systems,selection,target,systems,storage,medium,Give a command that reports filesystem disk usage for `/srv/data4` in human-readable units.,df -h /srv/data4
systems-selection-control-000-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G2`?,Breadth-first search (BFS).
systems-selection-control-001-src-python,systems,selection,control,python,control_from_python:collections,medium,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'ready' appears in `events_2`.,Counter(events_2)['ready']
systems-selection-control-002-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G1`?,Breadth-first search (BFS).
systems-selection-control-003-src-python,systems,selection,control,python,control_from_python:pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the stem of '/tmp/run_1/archive.tar.gz'.,Path('/tmp/run_1/archive.tar.gz').stem
systems-selection-control-004-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property aligns flex items on the cross axis?,align-items
systems-selection-control-005-src-python,systems,selection,control,python,control_from_python:dicts,medium,"Given a Python dictionary `settings_2`, write one expression that returns the value for key 'workers', or 5 if the key is absent.","settings_2.get('workers', 5)"
systems-selection-control-006-src-python,systems,selection,control,python,control_from_python:pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the suffix of '/tmp/run_4/config.json'.,Path('/tmp/run_4/config.json').suffix
systems-selection-control-007-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which React hook is intended for reducer-style state transitions?,useReducer
systems-selection-control-008-src-python,systems,selection,control,python,control_from_python:pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the name of '/tmp/run_2/notes.md'.,Path('/tmp/run_2/notes.md').name
systems-selection-control-009-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property controls horizontal overflow behavior?,overflow-x
systems-selection-control-010-src-python,systems,selection,control,python,control_from_python:dicts,medium,"Given a Python dictionary `settings_4`, write one expression that returns the value for key 'limit', or 7 if the key is absent.","settings_4.get('limit', 7)"
systems-selection-control-011-src-sql,systems,selection,control,sql,control_from_sql:max_per_group,medium,"PostgreSQL: return `department_id` and the maximum `salary` from `employees_2(department_id, salary)` for each department.","SELECT department_id, MAX(salary) AS max_salary FROM employees_2 GROUP BY department_id;"
systems-selection-control-012-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:binary_search,easy,What is the worst-case time complexity of binary search on sorted array `A0` with 100 elements? Answer in Big-O notation.,O(log n)
systems-selection-control-013-src-python,systems,selection,control,python,control_from_python:pathlib,hard,Assume `Path` from `pathlib` is imported. Write one expression that returns the parent path of '/tmp/run_3/image.png'.,Path('/tmp/run_3/image.png').parent
systems-selection-control-014-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which React hook memoizes a computed value?,useMemo
systems-selection-control-015-src-sql,systems,selection,control,sql,control_from_sql:window_latest,hard,"PostgreSQL: from `events_3(user_id, created_at, payload)`, return the latest row for each user using `ROW_NUMBER()`.","SELECT user_id, created_at, payload FROM (SELECT e.*, ROW_NUMBER() OVER (PARTITION BY user_id ORDER BY created_at DESC) AS rn FROM events_3 AS e) AS ranked WHERE rn = 1;"
systems-selection-control-016-src-python,systems,selection,control,python,control_from_python:generators,medium,Write one Python expression that sums the squares of values in `nums_4` that are strictly greater than 8.,sum(x * x for x in nums_4 if x > 8)
systems-selection-control-017-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which event method stops propagation to ancestor listeners?,stopPropagation()
systems-selection-control-018-src-python,systems,selection,control,python,control_from_python:zip,medium,Write one Python expression that builds a dictionary by pairing `keys_4` with `values_4` positionally.,"dict(zip(keys_4, values_4))"
systems-selection-control-019-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:top_k,hard,"For dataset `D3`, what is the time complexity of finding the largest 6 items from n items by maintaining a min-heap of size 6?",O(n log k)
systems-selection-control-020-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A2` with 102 elements? Answer in Big-O notation.,O(log n)
systems-selection-control-021-src-sql,systems,selection,control,sql,control_from_sql:max_per_group,hard,"PostgreSQL: return `department_id` and the maximum `salary` from `employees_3(department_id, salary)` for each department.","SELECT department_id, MAX(salary) AS max_salary FROM employees_3 GROUP BY department_id;"
systems-selection-control-022-src-sql,systems,selection,control,sql,control_from_sql:conditional_aggregation,medium,"PostgreSQL: return one row containing the count of rows in `orders_1` whose `status` equals 'pending', using conditional aggregation.",SELECT SUM(CASE WHEN status = 'pending' THEN 1 ELSE 0 END) AS matching_count FROM orders_1;
systems-selection-control-023-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which ARIA attribute gives an element an accessible name directly?,aria-label
systems-selection-control-024-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS function constrains a value between a minimum and maximum?,clamp()
systems-selection-control-025-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property controls how free space is distributed along the flex main axis?,justify-content
systems-selection-control-026-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:topological_sort,hard,"What is the time complexity of topological sorting directed graph `G3` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
systems-selection-control-027-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:sliding_window,easy,"For array `A0`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 3 using a rolling sliding window?",O(n)
systems-selection-control-028-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which React hook stores a mutable value without causing a render when it changes?,useRef
systems-selection-control-029-src-sql,systems,selection,control,sql,control_from_sql:running_total,medium,"PostgreSQL: from `payments_2(account_id, paid_at, amount)`, return each row plus a running sum of `amount` within each account ordered by `paid_at`.","SELECT account_id, paid_at, amount, SUM(amount) OVER (PARTITION BY account_id ORDER BY paid_at ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) AS running_total FROM payments_2;"
systems-selection-control-030-src-sql,systems,selection,control,sql,control_from_sql:joins,medium,"PostgreSQL: return each order id and customer name for orders whose customer is in region 'north'. Tables are `orders_2(id, customer_id)` and `customers_2(id, name, region)`.","SELECT o.id, c.name FROM orders_2 AS o JOIN customers_2 AS c ON c.id = o.customer_id WHERE c.region = 'north';"
systems-selection-control-031-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:sliding_window,medium,"For array `A1`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 4 using a rolling sliding window?",O(n)
systems-selection-control-032-src-sql,systems,selection,control,sql,control_from_sql:max_per_group,medium,"PostgreSQL: return `department_id` and the maximum `salary` from `employees_1(department_id, salary)` for each department.","SELECT department_id, MAX(salary) AS max_salary FROM employees_1 GROUP BY department_id;"
systems-selection-control-033-src-sql,systems,selection,control,sql,control_from_sql:joins,medium,"PostgreSQL: return each order id and customer name for orders whose customer is in region 'east'. Tables are `orders_1(id, customer_id)` and `customers_1(id, name, region)`.","SELECT o.id, c.name FROM orders_1 AS o JOIN customers_1 AS c ON c.id = o.customer_id WHERE c.region = 'east';"
systems-selection-control-034-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:intervals,medium,"For unsorted interval collection `I1`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
systems-selection-control-035-src-python,systems,selection,control,python,control_from_python:sorting,medium,Write a Python expression that returns `records_4` sorted by the dictionary field 'rank' in descending order.,"sorted(records_4, key=lambda r: r['rank'], reverse=True)"
systems-selection-control-036-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A1`, what is the time complexity of one range-sum query?",O(1)
systems-selection-control-037-src-python,systems,selection,control,python,control_from_python:iteration,medium,Write the Python `for` header that iterates over `names_2` with `i` starting at 3 and the element stored in `name`.,"for i, name in enumerate(names_2, start=3):"
systems-selection-control-038-src-sql,systems,selection,control,sql,control_from_sql:joins,hard,"PostgreSQL: return each order id and customer name for orders whose customer is in region 'south'. Tables are `orders_3(id, customer_id)` and `customers_3(id, name, region)`.","SELECT o.id, c.name FROM orders_3 AS o JOIN customers_3 AS c ON c.id = o.customer_id WHERE c.region = 'south';"
systems-selection-control-039-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which HTML element is intended for site navigation links?,<nav>
systems-selection-control-040-src-sql,systems,selection,control,sql,control_from_sql:window_latest,easy,"PostgreSQL: from `events_0(user_id, created_at, payload)`, return the latest row for each user using `ROW_NUMBER()`.","SELECT user_id, created_at, payload FROM (SELECT e.*, ROW_NUMBER() OVER (PARTITION BY user_id ORDER BY created_at DESC) AS rn FROM events_0 AS e) AS ranked WHERE rn = 1;"
systems-selection-control-041-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which browser API returns viewport-relative geometry for an element?,getBoundingClientRect()
systems-selection-control-042-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:union_find,medium,"In connectivity problem `N4`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
systems-selection-control-043-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:intervals,medium,"For unsorted interval collection `I2`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
systems-selection-control-044-src-python,systems,selection,control,python,control_from_python:generators,easy,Write one Python expression that sums the squares of values in `nums_0` that are strictly greater than 4.,sum(x * x for x in nums_0 if x > 4)
systems-selection-control-045-src-sql,systems,selection,control,sql,control_from_sql:date_filter,medium,PostgreSQL: return all rows from `events_2` whose `created_at` is within the last 21 days relative to `CURRENT_DATE`.,SELECT * FROM events_2 WHERE created_at >= CURRENT_DATE - INTERVAL '21 days';
systems-selection-control-046-src-sql,systems,selection,control,sql,control_from_sql:conditional_aggregation,hard,"PostgreSQL: return one row containing the count of rows in `orders_3` whose `status` equals 'shipped', using conditional aggregation.",SELECT SUM(CASE WHEN status = 'shipped' THEN 1 ELSE 0 END) AS matching_count FROM orders_3;
systems-selection-control-047-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which DOM method selects all elements matching a CSS selector?,querySelectorAll
systems-selection-control-048-src-frontend,systems,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property controls whether flex items wrap onto multiple lines?,flex-wrap
systems-selection-control-049-src-algorithms,systems,selection,control,algorithms,control_from_algorithms:binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A4` with 104 elements? Answer in Big-O notation.,O(log n)
systems-train-target-000,systems,train,target,systems,permissions,easy,Give the Linux command that sets file `app_100.conf` to permission mode 640.,chmod 640 app_100.conf
systems-train-target-001,systems,train,target,systems,find,easy,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job100` whose names end in `.log`.,"find /var/tmp/job100 -type f -name ""*.log"""
systems-train-target-002,systems,train,target,systems,grep,easy,Give a Linux command that recursively searches `/srv/app100` for the text 'ERROR' and prints line numbers.,grep -R -n 'ERROR' /srv/app100
systems-train-target-003,systems,train,target,systems,sockets,easy,"On host `node100`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
